PassengerId,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_Num,Group_ID,Group_Size,Is_Alone,Total_Spending,Has_Spent,Is_Child,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Cabin_Deck_A,Cabin_Deck_B,Cabin_Deck_C,Cabin_Deck_D,Cabin_Deck_E,Cabin_Deck_F,Cabin_Deck_G,Cabin_Deck_T,Cabin_Side_P,Cabin_Side_S,Age_Group_0-5,Age_Group_13-18,Age_Group_19-35,Age_Group_36-55,Age_Group_55+,Age_Group_6-12
0521_01,0,23.0,0,39.0,263.0,0.0,0.0,0.0,True,32,0521,1,1,302.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0522_01,0,42.0,0,0.0,0.0,750.0,0.0,156.0,False,33,0522,1,1,906.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0523_01,0,35.0,0,553.0,213.0,1733.0,0.0,6.0,True,33,0523,1,1,2505.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0525_01,1,47.0,0,0.0,0.0,0.0,0.0,0.0,True,427,0525,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0527_01,0,27.0,0,1172.0,11.0,3.0,0.0,4.0,False,93,0527,2,0,1190.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0527_02,1,34.0,0,0.0,0.0,0.0,0.0,0.0,True,93,0527,2,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0528_01,0,46.0,0,0.0,1119.0,0.0,3427.0,6595.0,False,17,0528,1,1,11141.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0529_01,1,26.0,0,0.0,0.0,0.0,0.0,0.0,False,81,0529,1,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0531_01,1,1.0,0,0.0,0.0,0.0,0.0,0.0,False,82,0531,2,0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0531_02,1,27.0,0,0.0,0.0,0.0,0.0,0.0,True,82,0531,2,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0533_01,0,33.0,0,20.0,0.0,384.0,557.0,0.0,False,21,0533,1,1,961.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0534_01,0,34.0,0,98.0,715.0,29.0,5732.0,1902.0,False,23,0534,2,0,8476.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0534_02,0,49.0,0,3573.0,1308.0,316.0,641.0,25.0,False,23,0534,2,0,5863.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0537_01,0,22.0,0,0.0,5.0,0.0,320.0,352.0,False,83,0537,1,1,677.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0538_01,0,28.0,0,0.0,1073.0,0.0,0.0,5.0,True,110,0538,1,1,1078.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0539_01,1,27.0,0,0.0,0.0,0.0,0.0,0.0,True,18,0539,5,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0539_02,1,36.0,0,0.0,0.0,0.0,0.0,0.0,True,18,0539,5,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0539_03,1,30.0,0,0.0,0.0,0.0,0.0,0.0,True,18,0539,5,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0539_04,1,49.0,0,0.0,0.0,0.0,0.0,0.0,True,18,0539,5,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0539_05,0,38.0,0,0.0,1793.0,479.0,9.0,4987.0,False,18,0539,5,0,7268.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0540_01,1,31.0,0,0.0,0.0,0.0,0.0,0.0,True,95,0540,2,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0540_02,0,17.0,0,1471.0,0.0,0.0,45.0,16.0,False,95,0540,2,0,1532.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0542_01,0,26.0,0,9.0,0.0,0.0,0.0,878.0,False,84,0542,1,1,887.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0545_01,0,23.0,0,59.0,0.0,0.0,681.0,0.0,False,111,0545,1,1,740.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0546_01,0,24.0,0,930.0,691.0,838.0,0.0,0.0,False,96,0546,1,1,2459.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0547_01,0,23.0,0,0.0,15.0,831.0,16.0,3.0,False,97,0547,1,1,865.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0548_01,0,24.0,0,0.0,86.0,704.0,0.0,1.0,True,36,0548,1,1,791.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0549_01,0,32.0,0,666.0,0.0,0.0,252.0,1.0,True,19,0549,2,0,919.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0549_02,1,43.0,0,0.0,0.0,0.0,0.0,0.0,True,98,0549,2,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0550_01,0,23.0,0,13.0,12.0,0.0,762.0,0.0,True,99,0550,1,1,787.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0551_01,0,42.0,0,126.0,0.0,266.0,445.0,12.0,False,80,0551,1,1,849.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0552_01,1,29.0,0,0.0,0.0,0.0,0.0,0.0,True,21,0552,1,1,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0553_01,1,40.0,0,0.0,0.0,0.0,0.0,0.0,True,19,0553,2,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0553_02,0,37.0,0,0.0,6506.0,0.0,764.0,0.0,True,19,0553,2,0,7270.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0555_01,1,61.0,0,0.0,0.0,0.0,0.0,0.0,True,20,0555,2,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0555_02,0,33.0,0,0.0,165.0,1.0,2525.0,0.0,False,20,0555,2,0,2691.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0556_01,0,19.0,0,0.0,1428.0,0.0,1.0,19.0,True,100,0556,1,1,1448.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0559_01,0,21.0,0,0.0,12.0,580.0,0.0,79.0,False,102,0559,1,1,671.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0560_01,0,4.0,0,0.0,0.0,0.0,0.0,0.0,False,81,0560,3,0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0560_02,0,12.0,0,0.0,0.0,0.0,0.0,0.0,True,81,0560,3,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0560_03,0,44.0,0,1440.0,293.0,74.0,32.0,0.0,True,103,0560,3,0,1839.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0561_01,0,22.0,0,0.0,0.0,332.0,442.0,0.0,False,82,0561,1,1,774.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0563_01,0,33.0,0,840.0,642.0,402.0,21.0,0.0,False,114,0563,1,1,1905.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0564_01,1,32.0,0,0.0,0.0,0.0,0.0,0.0,True,24,0564,3,0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0564_02,1,28.0,0,0.0,0.0,0.0,0.0,0.0,True,24,0564,3,0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0564_03,0,28.0,0,0.0,410.0,2.0,1354.0,3695.0,False,24,0564,3,0,5461.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0565_01,0,31.0,0,697.0,0.0,612.0,0.0,0.0,False,115,0565,1,1,1309.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0566_01,1,13.0,0,0.0,0.0,0.0,0.0,0.0,True,37,0566,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0567_01,1,14.0,0,0.0,0.0,0.0,0.0,0.0,True,83,0567,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0568_01,0,33.0,0,1908.0,33.0,0.0,1.0,4.0,False,20,0568,2,0,1946.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0568_02,1,27.0,0,0.0,0.0,0.0,0.0,0.0,True,20,0568,2,0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0569_01,0,23.0,0,0.0,334.0,310.0,0.0,0.0,True,116,0569,1,1,644.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0570_01,0,36.0,1,530.0,5085.0,1.0,146.0,872.0,True,22,0570,1,1,6634.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0571_01,1,22.0,0,0.0,0.0,0.0,0.0,0.0,True,21,0571,7,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0571_02,1,19.0,0,0.0,0.0,0.0,0.0,0.0,False,21,0571,7,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0571_03,1,42.0,0,0.0,0.0,0.0,0.0,0.0,True,21,0571,7,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0571_04,1,30.0,0,0.0,0.0,0.0,0.0,0.0,True,21,0571,7,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0571_05,1,16.0,0,0.0,0.0,0.0,0.0,0.0,True,21,0571,7,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0571_06,0,55.0,0,0.0,1542.0,0.0,1814.0,1568.0,False,21,0571,7,0,4924.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0571_07,1,55.0,0,0.0,0.0,0.0,0.0,0.0,True,21,0571,7,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0572_01,0,19.0,0,1911.0,0.0,21.0,854.0,0.0,False,105,0572,1,1,2786.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0573_01,0,27.0,0,14.0,809.0,25.0,54.0,0.0,False,117,0573,1,1,902.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0575_01,1,18.0,0,0.0,0.0,0.0,0.0,0.0,True,34,0575,1,1,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0576_01,0,21.0,0,0.0,0.0,625.0,110.0,0.0,False,107,0576,1,1,735.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0577_01,0,65.0,0,0.0,0.0,521.0,105.0,0.0,False,86,0577,1,1,626.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0579_01,0,55.0,0,53.0,790.0,37.0,0.0,0.0,True,108,0579,2,0,880.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0579_02,0,50.0,0,0.0,233.0,0.0,0.0,0.0,False,85,0579,2,0,233.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0580_01,1,49.0,0,0.0,0.0,0.0,0.0,0.0,True,87,0580,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0581_01,0,22.0,0,0.0,0.0,601.0,183.0,4.0,False,38,0581,1,1,788.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0582_01,1,33.0,0,0.0,0.0,0.0,0.0,0.0,True,118,0582,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0583_01,1,3.0,0,0.0,0.0,0.0,0.0,0.0,True,109,0583,3,0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
0583_02,1,0.0,0,0.0,0.0,0.0,0.0,0.0,True,109,0583,3,0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
0583_03,1,33.0,0,0.0,0.0,0.0,0.0,0.0,True,109,0583,3,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0585_01,1,48.0,0,0.0,0.0,0.0,0.0,0.0,True,120,0585,3,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0585_02,1,5.0,0,0.0,0.0,0.0,0.0,0.0,True,120,0585,3,0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0585_03,0,23.0,0,2648.0,0.0,1092.0,0.0,0.0,False,22,0585,3,0,3740.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0586_01,1,53.0,0,0.0,0.0,0.0,0.0,0.0,True,23,0586,1,1,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0587_01,0,18.0,0,5.0,25.0,616.0,0.0,1042.0,False,121,0587,1,1,1688.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0588_01,1,20.0,0,0.0,0.0,0.0,0.0,0.0,False,89,0588,1,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0589_01,0,23.0,0,234.0,1.0,551.0,0.0,1.0,False,35,0589,1,1,787.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0590_01,0,48.0,0,801.0,2.0,0.0,1.0,973.0,False,90,0590,1,1,1777.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0591_01,1,19.0,0,0.0,0.0,0.0,0.0,0.0,False,86,0591,1,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0593_01,0,27.0,0,43.0,152.0,182.0,1.0,2005.0,False,24,0593,1,1,2383.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0594_01,0,9.0,0,0.0,0.0,0.0,0.0,0.0,False,87,0594,2,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0594_02,0,24.0,0,0.0,4.0,0.0,670.0,113.0,False,39,0594,2,0,787.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0596_01,0,46.0,0,21.0,0.0,2155.0,422.0,0.0,True,123,0596,1,1,2598.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0597_01,1,23.0,0,0.0,0.0,0.0,0.0,0.0,True,91,0597,2,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0597_02,1,21.0,0,0.0,0.0,0.0,0.0,0.0,False,91,0597,2,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0598_01,1,19.0,0,0.0,0.0,0.0,0.0,0.0,False,89,0598,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0599_01,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,124,0599,4,0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0599_02,0,4.0,0,0.0,0.0,0.0,0.0,0.0,True,124,0599,4,0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0599_03,0,26.0,0,1252.0,0.0,46.0,124.0,6.0,False,124,0599,4,0,1428.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0599_04,1,9.0,0,0.0,0.0,0.0,0.0,0.0,True,124,0599,4,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0600_01,0,24.0,0,0.0,3385.0,826.0,9.0,793.0,True,23,0600,1,1,5013.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0602_01,1,24.0,0,0.0,0.0,0.0,0.0,0.0,True,125,0602,3,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0602_02,0,25.0,0,0.0,0.0,0.0,0.0,0.0,False,36,0602,3,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0602_03,1,21.0,0,0.0,0.0,0.0,0.0,0.0,True,125,0602,3,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0603_01,0,21.0,0,0.0,0.0,12.0,0.0,747.0,False,126,0603,1,1,759.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0607_01,0,37.0,0,27.0,654.0,10.0,881.0,9568.0,False,22,0607,3,0,11140.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0607_02,0,44.0,0,434.0,3113.0,19.0,0.0,892.0,False,22,0607,3,0,4458.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0607_03,0,43.0,0,4.0,1111.0,118.0,1852.0,0.0,False,22,0607,3,0,3085.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0608_01,0,7.0,0,0.0,0.0,0.0,0.0,0.0,True,94,0608,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0609_01,0,33.0,0,149.0,0.0,0.0,0.0,109.0,False,128,0609,1,1,258.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0610_01,0,24.0,0,0.0,0.0,229.0,502.0,5.0,False,129,0610,1,1,736.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0611_01,1,31.0,0,0.0,0.0,0.0,0.0,0.0,True,90,0611,1,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0612_01,1,27.0,1,0.0,0.0,0.0,0.0,0.0,True,25,0612,1,1,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0614_01,0,34.0,0,0.0,0.0,0.0,0.0,0.0,True,91,0614,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0615_01,1,58.0,0,0.0,0.0,0.0,0.0,0.0,False,92,0615,3,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0615_02,0,7.0,0,0.0,0.0,0.0,0.0,0.0,True,92,0615,3,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0615_03,1,3.0,0,0.0,0.0,0.0,0.0,0.0,True,92,0615,3,0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0618_01,0,21.0,0,0.0,0.0,908.0,49.0,0.0,True,95,0618,2,0,957.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0618_02,0,21.0,0,1.0,368.0,0.0,0.0,388.0,False,131,0618,2,0,757.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0619_01,1,39.0,0,0.0,0.0,0.0,0.0,0.0,True,24,0619,2,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0619_02,1,43.0,0,0.0,0.0,0.0,0.0,0.0,True,24,0619,2,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0623_01,1,22.0,0,0.0,0.0,0.0,0.0,0.0,True,93,0623,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0628_01,0,44.0,0,103.0,0.0,18.0,1197.0,1.0,True,133,0628,1,1,1319.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0629_01,0,38.0,0,0.0,0.0,0.0,1018.0,0.0,False,96,0629,1,1,1018.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0630_01,1,32.0,0,0.0,0.0,0.0,0.0,0.0,True,112,0630,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0631_01,1,55.0,0,0.0,0.0,0.0,0.0,0.0,True,113,0631,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0633_01,0,31.0,1,629.0,0.0,0.0,150.0,0.0,False,25,0633,1,1,779.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0634_01,0,39.0,0,0.0,1496.0,0.0,140.0,383.0,False,135,0634,1,1,2019.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0635_01,0,35.0,0,0.0,1778.0,0.0,0.0,0.0,True,94,0635,2,0,1778.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0635_02,0,37.0,0,614.0,0.0,50.0,11.0,319.0,False,43,0635,2,0,994.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0636_01,0,13.0,0,0.0,7.0,0.0,339.0,359.0,False,136,0636,2,0,705.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0636_02,0,21.0,0,0.0,0.0,7.0,675.0,0.0,False,136,0636,2,0,682.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0637_01,0,20.0,0,0.0,0.0,0.0,0.0,0.0,False,44,0637,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0638_01,1,20.0,0,0.0,0.0,0.0,0.0,0.0,True,28,0638,1,1,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0639_01,0,63.0,0,0.0,123.0,956.0,25.0,0.0,True,137,0639,1,1,1104.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0641_01,0,36.0,0,2.0,0.0,0.0,1958.0,19.0,False,114,0641,1,1,1979.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0642_01,0,29.0,0,0.0,3344.0,0.0,118.0,972.0,True,25,0642,5,0,4434.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0642_02,0,36.0,0,0.0,4967.0,82.0,1517.0,575.0,True,25,0642,5,0,7141.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0642_03,0,79.0,0,0.0,0.0,0.0,2210.0,2.0,False,25,0642,5,0,2212.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0642_04,1,30.0,0,0.0,0.0,0.0,0.0,0.0,True,25,0642,5,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0642_05,1,30.0,0,0.0,0.0,0.0,0.0,0.0,True,25,0642,5,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0643_01,0,19.0,0,1019.0,266.0,141.0,0.0,0.0,True,138,0643,1,1,1426.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0644_01,1,33.0,0,0.0,0.0,0.0,0.0,0.0,True,38,0644,1,1,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0645_01,0,20.0,0,1724.0,0.0,0.0,1.0,0.0,False,98,0645,1,1,1725.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0646_01,1,38.0,0,0.0,0.0,0.0,0.0,0.0,True,26,0646,1,1,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0647_01,1,7.0,0,0.0,0.0,0.0,0.0,0.0,True,115,0647,3,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0647_02,1,58.0,0,0.0,0.0,0.0,0.0,0.0,True,115,0647,3,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0647_03,0,33.0,0,105.0,0.0,1087.0,0.0,0.0,False,115,0647,3,0,1192.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
